claim_id,claim
664,"“Every state that does not require voter ID, Kamala won.”"
665,Video shows Marco Rubio “admitting the Trump Presidency will lean heavily into the Heritage Foundation’s Project 2025 plans.”
666,"Says Elon Musk said, “I am releasing $1,000 Tesla e-bike today!”"
667,"“Elon Musk acepta pagar 3.000 millones de dólares para comprar CNN""."
668,"""BREAKING: Zillow CEO just said on CNBC Trump's deportation plan will help with housing affordability.”"
669,“Elon Musk is taking sustainable technology to the next level with the Tesla Water Engine.”
670,“CBS (News) is reporting cheating in the election.”
671,"Image shows U.S. Health and Human Services secretaries in the Biden administration and the incoming Trump administration as of Nov. 11, 2024."
672,"“Taylor Swift Cancels Red State Shows After Massive Red Wave, ‘I Won’t Be Performing Here Anymore.’”"
673,"""Arizona officials caught changing ballots, have been arrested.”"
674,Vice President Kamala Harris “has cleared her Instagram account and cryptically posted 3 videos of a snake.”
675,“Paper ballots and hand counting never breaks down.”
676,Elon Musk’s Starlink technology manipulated votes in the 2024 election to benefit Donald Trump.
677,California Gov. Gavin Newsom “is considering plans to secede from the union.”
678,Inflation-adjusted weekly wages “are lower today than they were 50 years ago.”
679,“Abortion is never medically necessary in the last trimester. Literally never. They just do a C-section.”
680,“‘Elon Musk sorprende al mundo con la adquisición de Ford’”.
681,Donald Trump posted on Truth Social that Canada is “crumbling upon itself” because of Kendrick Lamar’s song “Not Like Us.”
682,"“Breaking: Quaker Oats bows to backlash, brings back Aunt Jemima.”"
683,Actor Sydney Sweeney “says she voted for Donald Trump.”
684,"Says Elon Musk posted on X, “Allow me to remind everyone of the United States overstepping its bounds by helping to end apartheid in my home country.”"
685,"“2,038 suicides have been reported (Nov. 6) following Donald Trump’s election win.”"
686,“Nancy Pelosi stated today that if the Democrats get the House the first thing they’re going to do is impeach Donald Trump before he gets elected.”
687,“Something stinks” that Donald Trump won in several battleground states while Democrats won Senate or governor races in those states.
688,Video shows “drunk Nancy Pelosi.”
689,Video shows 8.0 magnitude earthquake in Oregon.
690,“Elon Musk: ‘I am officially buying McDonald’s.”
691,“Megyn Kelly and Candace Owens sign $700 million deal with CBS for morning show to compete with ‘The View.’”
692,Santiago Flight 513 “landed after 35 years with 92 skeletons on board!”
693,"Video shows floods in Valencia, Spain."
694,“Elon Musk unveils UFO fighter jet that defies physics.”
695,Elon Musk is releasing a low-cost house.
696,Photos show Keanu Reeves hawking T-shirts with political messages.
697,Green Party presidential nominee Jill Stein cost Democratic nominee Kamala Harris an election win in Wisconsin.
698,President-elect Donald Trump “has been to Epstein’s island”
699,“Elon Musk bans Stephen King permanently from platform X after he trolled the tech mogul.”
700,20 million Democratic votes “disappeared” in 2024.
701,Image shows Disney+ poster for new “Home Alone” sequel titled “Cabin Alone.”
702,"“Elon Musk: ‘Voy a lanzar la NUEVA casa de Tesla de 15,000 dólares en 2025’”."
703,"A CNN headline says “75,000 votes were write-ins for ‘Hawk Tuah’ and ‘Talk Tuah.’”"
704,“CCTV captures the moment a Trump voter in (Wisconsin) is assaulted by two Kamala Harris thugs at a voting station.”
705,“I think they found a way to target Democratic districts and send millions of votes into a black hole. The numbers aren't adding up.”
706,“Riley Gaines criticizes Whoopi Goldberg on The View: ‘You’re a disgrace to real women!’”
707,"“Kamala Harris simuló una llamada con un votante, pero por error mostró que su telefono tenía abierta la cámara y en realidad no estaba hablando con nadie”."
708,A video of Vice President Kamala Harris talking to a voter on the phone is fake because the camera app was on while she was on the call.
709,The 2024 election results show that Joe Biden’s 80 million votes in 2020 were a “lie.”
710,"Vans filled with 50,000 ballots show up in Philadelphia during live MSNBC report."
711,Videos show President-elect Donald Trump promised to help Pakistan’s former prime minister Imran Khan get out of prison and retake power.
712,“Mark Cuban’s net worth takes a $1 billion hit after controversial endorsement” of Kamala Harris
713,Kamala Harris wants people to stop saying “Merry Christmas.”
714,Pacific Gas & Electric Co. deliberately shut off power “on Republican voters” in California on Election Day.
715,A video showing conversations about noncitizen voting outside a Philadelphia city commissioners' office is proof of “Pennsylvania election fraud.”
716,"""Informan que las boletas electorales de Ohio muestran el nombre de Donald Trump mal escrito""."
717,Photo shows 2024 ballots cast for Republicans in North Carolina that a postal worker said he was going to make “disappear.”
718,Imagen muestra al expresidente Donald Trump y a su esposa Melania Trump votando en las elecciones de 2024.
719,“Melania Trump quietly endorses Kamala Harris for president.”
720,"""El Pentágono falló en enviar las boletas para el voto en ausencia al personal militar activo""."
721,“Homeland Security is having a cybersecurity drill on the same day as the election.”
722,A Melania Trump impostor accompanied former President Donald Trump to the polls Nov. 5.
723,Text message shows Turnout the Vote offering “$200 to vote for Kamala Harris.”
724,Nevada ballots “don’t even have to be postmarked to be counted” after the election.
725,"Says U.S. Rep. Jamie Raskin said, “Let folks cast their votes for Trump if that’s their choice. But mark my words, we won’t be certifying the election. He might win, but we’ll ensure he doesn’t step foot in the Oval Office.”"
726,"A Nov. 5 ballot scanning error in Cambria County, Pennsylvania, shows ""the election steal is happening."""
727,Video shows Fox News contributors speculating about former President Donald Trump’s cognitive health.
728,“It’s now been confirmed by Dominion that their voting machines have a programming issue that will affect vote counts.”
729,"Former President Donald Trump posted on Truth Social, “I hate SNL.”"
730,"A “ballot mule” was caught on camera Nov. 2 in Lincoln, Nebraska."
731,"""The Pentagon reportedly failed to send absentee ballots to active military service members before the election.”"
732,Photo shows former President Donald Trump voting in the 2024 election in New York.
733,"Gwinnett County, Georgia, sheriff's office said white supremacists “are planning to attack” Black people “from now until the Inauguration.”"
734,A photo shows actor Keanu Reeves holding an anti-Trump shirt.
735,Says Donald Trump Jr. “has a banner photo of Joe Biden being hung from a helicopter.”
736,"""Haitianos afirman haber llegado a EEUU hace solo 6 meses y ya tienen documentos de legalidad que les permite votar en Georgia""."
737,“Kari Lake is threatening Social Security and Medicare.”
738,“Elon Musk está trabajando en un robot diseñado para llevar un bebé durante nueve meses”.
739,“The United States Postal Service recently changed the delivery method of absentee mail-in ballots” to hide “the evidence of absentee mail-in ballot fraud.”
740,Photo shows Donald Trump statement condemning the Peanut the squirrel’s euthanasia
741,"If a ballot has a small dot in the box for Vice President Kamala Harris, “any other box filled in, will be void.”"
742,An image shows CNN reporting that Vice President Kamala Harris has more votes than former President Donald Trump in Texas.
743,Este video muestra a un votante en Kentucky tratando de votar por el expresidente Donald Trump y la máquina de votación no le deja.
744,Michael Jordan endorsed Donald Trump for president in the 2024 election.
745,"Says Liz Cheney said, “Donald Trump is now literally threatening to have me killed. If you don’t want to live in a banana republic run by a senile man with some sort of Daffy Duck disease, vote for Kamala.”"
746,"Former President Donald Trump posted on Truth Social and addressed claims about his use of a microphone, saying “I was pretending to eat a corn dog.”"
747,Video shows Kamala Harris has a “drinking problem.”
748,The FBI seized a video of former Secretary of State Hillary Clinton killing a child at a Sean “Diddy” Combs party.
749,Dominion Voting Systems employee Eric Coomer told an Antifa meeting he “made sure” Donald Trump wouldn’t win.
750,“Joe Rogan says he will not be voting for Trump after having him on the podcast.”
751,Video shows the FBI reported that “three linked groups have been apprehended for rigging early voting by mail-in ballot.”
752,"Vice President Kamala Harris and husband Doug Emhoff received $500,000 for tipping off Sean “Diddy” Combs about police raids."
753,“I never mentioned” wanting to end the Affordable Care Act.
754,“Ballots in Ohio are showing Trump’s name misspelled!”
755,Vice President Kamala Harris’ mother “worked the MK Ultra program” and was “involved in secret mind-control experiments.”
756,Video shows a ‘Democratic operative’ making credible allegations of fraud during the 2020 presidential election in Georgia.
757,"A video shows Haitians showing duplicate IDs, claiming they are voting for Vice President Kamala Harris in multiple Georgia counties."
758,Former President Donald Trump would “force states to monitor women's pregnancies.”
759,"Video shows “ballot mule in Northampton County, Pennsylvania, (dropping) off a large amount of ballots.”"
760,Video shows “voting machines in Kentucky are not allowing voters to select” Donald Trump for president.
761,Video muestra que “‘votantes’ ilegales SE COLARON a LA FILA OTRA VEZ! En Pensilvania estado clave”.
762,Photos show “Trump funded signs with swastikas on them.”
763,Republican Senate candidate Sam Brown “wants to cut Medicaid and Social Security.”
764,"“As California attorney general, (Kamala Harris) redefined child sex trafficking, assault with a deadly weapon, and rape of an unconscious person as a totally nonviolent crime.”"
765,"In Glynn County, Georgia, it was 'voter fraud' when poll workers found no record of a person who already voted."
766,"Data shows some voters cast multiple votes, meaning ""at least 164,568 illegal votes have been cast” in Michigan."
767,"U.S. Rep. Marjorie Taylor Greene said on X, “New York and California are absolutely flipping red.”"
768,"Vice President Kamala Harris didn’t respond to questions about a cognitive test in a CBS News interview that aired Oct. 28, 2024."
769,An E. coli outbreak followed former President Donald Trump’s campaign stop at a Pennsylvania McDonald’s.
770,Photos show Vice President Kamala Harris when she was “a former call girl in California.”
771,Sen. Jon Tester “voted to let men compete against our girls in their sports.”
772,"El expresidente Donald Trump “se vistio de negro y dorado, colores del grupo Proud Boys” en mitín en el Madison Square Garden el 27 de octubre del 2024."
773,"""Right to Try"" experimental drug program saved ""thousands and thousands of lives."""
774,“Revolucionarios Comunistas de América” marcharon a favor de Kamala Harris.
775,"Video shows Kamala Harris saying, “Trump is literally Hitler,” on Joe Rogan’s podcast."
776,"""El fondo de innovación para la deuda americana está ayudando a los hispanoamericanos a borrar hasta $50,000 de deuda de tarjetas de crédito...para evitar otra recesión""."
777,"In Lancaster, Pa., “We caught them with 2,600 votes. We caught them cold, 2,600 votes. ... And every vote was written by the same person."""
778,Kamala Harris paid The Shade Room to interview her “for perceived support amongst black voters.”
779,Video shows “illegal ‘voters’ cutting the line” to vote in Pennsylvania.
780,"""AOC is worth 29 Million dollars! How did that happen, on $174,000 per year?"""
781,Video shows people “marching in Puerto Rico” after former President Donald Trump’s Madison Square Garden rally.
782,"In Fordyce, Arkansas, voting machines changed votes from Republican to Democrat."
783,Says Eric Hovde “claims anyone who believes in transitioning to a clean energy economy is ‘smoking crack cocaine.’”
784,"“Feds RAID Jay Z & Beyonce Mansion After Diddy LINKS,” arrest couple."
785,A Montana Democratic operative was caught tampering with a ballot box.
786,A Pennsylvania TV station aired the 2024 presidential election results early.
787,"Former President Donald Trump wore “Proud Boy gang colors” Oct. 27, 2024, at Madison Square Garden."
788,Image shows an anti-Trump billboard outside Madison Square Garden.
789,"""The cocaine found in the White House was Kamala’s.”"
790,“Kamala campaign photoshops her with a McDonald’s uniform!”
791,"At Vice President Kamala Harris’ Houston campaign rally, when an attendee had a medical emergency, none of the “abortion doctors” onstage helped."
792,Photos show federal authorities arrested and charged a clone instead of the real Sean “Diddy” Combs.
793,"""Nicki Minaj just endorsed Donald Trump for President.”"
794,“Jacky Rosen voted to allow biological men to compete in women’s sports.”
795,"“In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.”"
796,El expresidente Donald Trump dijo “ESTOY PIDIENDO LA PENA DE (MUERTE) PARA CUALQUIER MIGRANTE”.
797,"There are “180,000 registered new Amish voters in Lancaster, Pennsylvania.”"
798,“Milwaukee is one of the sex trafficking capitals in our country.”
799,“Elon Musk launches new pregnancy robot.”
800,Vice Presidential nominee Tim Walz “says that if Democrats win they’ll make (U.S. Rep. Alexandria Ocasio-Cortez) speaker of the house.”
801,"""Circula este video de un hombre que rompe los votos para Donald Trump y guarda las de Kamala Harris”."
802,An old photo shows Kamala Harris in a McDonald’s uniform.
803,“Beyonce got paid $10 MILLION for her speech” at a Kamala Harris rally.
804,"Four Florida counties had “zero results” Oct. 26, and “something underhanded might be happening.”"
805,Photo shows people lined up outside Madison Square Garden before an Oct. 27 rally by former President Donald Trump.
806,"Sen. Bob Casey ""has voted in lockstep with his liberal party to defund the police."""
807,“BREAKING: Lizzo charged the Harris-Walz campaign $2.3 million for a single appearance at a Detroit rally.”
808,“Ballots are not supposed to have fold lines or creases in the candidates name area” or it could invalidate your vote.
809,"Scott Lassiter “repeatedly campaigned to promote” North Carolina's “largest-ever” school funding cut, sending public school money to “unaccountable private schools” and ending science education."
810,"Video shows an election worker destroying mail ballots with votes for former President Donald Trump in Bucks County, Pennsylvania."
811,Kamala Harris’ statements about Trump invoking Adolf Hitler were based on a “debunked hoax from The Atlantic.”
812,"Kamala Harris ""proclaimed she would not accept the outcome of the election and has a team of lawyers ready to overturn them"""
813,Kamala Harris imprisoned a woman for three years for praying.
814,“El gobernador de la Florida dice que por el momento va a pausar” la ley S.B. 1718 porque necesitan que los hispanos reconstruyan el estado tras la destrucción del huracán Milton.
815,"""The Defense Department, with the stroke of a pen, has quietly codified its right to deploy lethal force against its own citizens.”"
816,El expresidente Donald Trump quiere eliminar la Ley del Cuidado de Salud a Bajo Precio.
817,“Land O Lakes has announced the return of the iconic squaw to its packaging.”
818,"""Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police.”"
819,"“The cheat has begun” because “Michigan, Georgia and Pennsylvania have officially announced that they will not have election results available on election night.”"
820,The Biden-Harris administration “brought over” 10 million migrants who got 9 million jobs.
821,Ballot drop boxes 'were only used for a pandemic.'
822,Vice President Kamala Harris has been “going so far as to call me Adolf Hitler.”
823,"Voting machines in Shelby County, Tennessee, are swapping votes from Kamala Harris to Donald Trump."
824,"“Schaumburg, Illinois not recording votes, just putting votes ‘in a box.’”"
825,"""As of today, we have cut the flow of immigration by over half."""
826,"""Breaking: Voters in Tarrant County, Texas are reporting that the voting machines are flipping their votes from Trump to Kamala Harris."""
827,"“Elon Musk reportedly eyeing CNN acquisition: ‘I’ll fix the media, one network at a time.’”"
828,“Elon Musk urges a boycott of ABC Network: ‘Let’s take them down!’”
829,Lt. Gen. H.R. McMaster was arrested “for aiding FEMA in deep state’s ‘eminent domain’ takeover of North Carolina.”
830,Michigan U.S. Senate candidate Mike Rogers “wants to cut Medicare and Social Security.”
831,Former President Donald Trump wants to take away the Affordable Care Act.
832,"""Se ha desaparecido el famoso Dr. Juan Rivera después de revelar este simple secreto de salud que podría dejar los hospitales vacíos"", la ashwagandha."
833,Says opponent Eric Hovde “supports a $4 trillion tax plan that would disproportionately advantage the well-off and profitable corporations”
834,A photo shows The Atlantic published a story headlined “Trump is Literally Hitler.”
835,"“Breaking news: Elon Musk endorses Caitlin Clark, will soon donate $10 million: ‘You are the pride of America, I support you.’”"
836,Jussie Smollett is Kamala Harris’ nephew.
837,"""Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020."""
838,“BREAKING: Diddy hospitalized after being jumped in prison.”
839,"“Liberal woman films herself eating dog food” because she said, “I’m eating dog food until Kamala is president.”"
840,Michigan has “more registered voters than eligible citizens. This creates a huge risk of election fraud.”
841,Vice President Kamala Harris “wants struggling seniors to pay more Social Security taxes while she gives Medicare and Social Security to illegals.”
842,“Breaking: Florida Governor Ron DeSantis says Dominion voting systems will NOT operate in the state of Florida. ”
843,“We're bankrupting a lot of hospitals by forcing these hospitals to provide care for people who don't have the legal right to be in our country.”
844,"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”"
845,"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”"
846,"If an election worker writes anything on your ballot before you put it in the voting machine, “your ballot could be disqualified.”"
847,The Oregon secretary of state “removed” former President Donald Trump and U.S. Sen. JD Vance from “the official state website.”
848,“Melania Trump declares that she wants a divorce.”
849,Donald Trump offered “food for everyone” at his McDonald’s press conference and then left without paying.
850,"To pay for extending the Trump tax cuts, Dave McCormick has “made clear he’ll slash your Medicare and Social Security, and cut Medicaid for nursing home care.”"
851,Photo shows former President Donald Trump sitting on a black towel on “Fox & Friends” because “they don’t want him to stain the sofa.”
852,“Breaking news: Megyn Kelly calls for boycott of Taylor Swift after singer attends charity event in Gaza.”
853,Video shows “Karl Rove rallying support for Kamala Harris yesterday in Pennsylvania.”
854,A pro-Kamala Harris website shows she supports a mandatory gun buyback program.
855,“GA election official Gabriel Sterling says audits will take place after election day because it’s ‘nerve-racking’ to count ballots in front of poll watchers.”
856,"""Michael Jackson discovered alive at age 65” and will testify against Sean “Diddy” Combs."
857,"Former President Donald Trump posted on Truth Social and addressed claims of his “incontinence,” saying, “I don’t poop myself.”"
858,Estas son imágenes del huracán Milton en Florida.
859,"As part of his “charitable donations,” in 1990 Donald Trump “chartered a private plane to get Nelson Mandela to America when the U.S. government wouldn't help."""
860,"There was an Oct. 17, 2024, hospital update about the health of Kate Middleton, Princess of Wales."
861,Kamala Harris “supports taxpayer-funded sex changes for prisoners and illegal aliens.”
862,"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”"
863,The northern lights are proof of the sky “glowing with chemicals” sprayed in the sky.
864,"“Trump's convictions have all been overturned and he is getting his $500,000,000.00 back!”"
865,Photo shows Vice President Kamala Harris and Sean “Diddy” Combs.
866,"“Elon Musk takes over Taylor Swift’s X account, causing her to lose 7 million followers and $100 million in brand deals.”"
867,"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”"
868,"Detroit’s Oct.15, 2024, absentee ballot return rate proves election fraud."
869,"Fox News reported Donald Trump donated $1,300 for hurricane relief."
870,"“Kamala Harris staged hurricane relief photo op with C-17, no supplies sent to victims.”"
871,Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.
872,Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”
873,Says former President Donald Trump did not lose the 2020 election.
874,"Vice President Kamala Harris' plan “will raise taxes for the typical American family by an estimated $3,000."""
875,Says Donald Trump posted on Truth Social it “should be illegal” and is “election interference” for Barack Obama to criticize him.
876,"The Sept. 10 presidential debate was edited to cut comments from Vice President Kamala Harris about “$6,400 relief checks.”"
877,Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.
878,“FEMA helicopters caught disrupting North Carolina supplies by using a ‘rotor wash’.”
879,La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.
880,Video shows former Vice President Mike Pence endorsing Vice President Kamala Harris and Minnesota Gov. Tim Walz.
881,Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”
882,"Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”"
883,La vicepresidenta Kamala Harris “usó el teleprompter para contestar las preguntas” de Univision.
884,"""The ERA could also mandate that schools allow biological males to compete in girls' sports."""
885,Video shows footage of Hurricane Milton in Florida.
886,Video clips show Hurricane Milton hitting Florida “with wind speed 185 mph as Category 5”
887,Photos show that Disney World was “destroyed by Hurricane Milton.”
888,"""Kid Rock heads to North Carolina with Millions in supplies. Taylor Swift Nowhere to be Found.”"
889,“It has just come out that Democrats in Washington and the Democrat Governor’s Office of North Carolina (Roy Cooper) were blocking people and money from coming into North Carolina.”
890,“Hurricane Nadine” was on a path to hit Florida on Oct. 10.
891,Vice President Kamala Harris’ “60 Minutes” interview may be “a major Campaign Finance Violation.”
892,Republican state Senate candidate Ashlee Adams “campaigned for Mark Robinson and his radical agenda.”
893,“Univision accidentally shows that Kamala Harris is reading from a teleprompter live on air.”
894,2023 FEMA webinar shows the agency is prioritizing its relief efforts around LGBTQ+ people
895,North Carolina’s new voting rules in response to Hurricane Helene amount to “cheating” or “stealing.”
896,"The government gave $3,500 debit cards to immigrants while giving only $750 to Hurricane Helene victims."
897,"“Arizona was safe” when she moved to the state in 1994, but has become “unsafe.”"
898,An image shows a child affected by recent hurricanes in the United States.
899,“We have cut the flow of fentanyl by half.”
900,“Hurricane Nadine was a catastrophic Category 5 hurricane that struck Central America and the Bahamas in October 2024.”
901,Minnesota Gov. Tim Walz gave a college football crowd “the bird.”
902,Says Minnesota Gov. Tim Walz was “banned from future games for flipping off the fans.”
903,Image shows the projected trajectory for a Hurricane Nadine is “the same path as Helene.”
904,Video shows “people attempting to flee Florida & Hurricane Milton.”
905,“Two weeks ago 100 GOP lawmakers voted against additional FEMA funding.”
906,"Says Democratic opponent Tammy Baldwin ""gave stimulus checks to illegals."""
907,Patents dating back to the 1800s show that people can control the weather.
908,U.S. Sen. Sherrod Brown voted to “allow transgender biological men to compete in girls’ sports.”
909,"""Los 750 dólares que nuestra generosa administración ha ofrecido a las víctimas del huracán Helene son un PRÉSTAMO! Tienen un año para devolverlo""."
910,“Taylor Swift blames Instagram for losing millions of followers after Harris endorsement: ‘It must be a glitch!”
911,“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”
912,“They create hurricanes via cloud seeding” and “direct them where they want the Hurricane to go!”
913,"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%."""
914,The U.S. government is offering Americans loans to pay for flights out of Lebanon while they have been flying Israeli citizens out of Israel on chartered flights for a year “on our dime.”
915,A Republican representative posted a response to the vice presidential debate before it happened.
916,Hurricane Milton is part of Tampa’s plan to become a “15-minute city.”
917,“FEMA is closing roads and bridges and causing gridlock traffic during evacuations from Hurricane Milton.”
918,Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”
919,“Taylor Swift’s manager confirms: ‘Ticket sales are dead after Harris endorsement backlash.”
920,"Hurricane Milton article is evidence they ""control and plan these storms."""
921,Alexa’s answers to questions about Hurricane Helene prove the storm was “artificially created” or the result of “cloud seeding”
922,Video shows “geoengineering happening” as Hurricane Milton approaches Florida.
923,"Of Gaza, “I’ve been there.”"
924,"""We now have historic low unemployment in America among all groups of people."""
925,The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”
926,“Taylor Swift’s concert tickets” fell to $75 after she endorsed Kamala Harris
927,"La vicepresidenta Kamala Harris ofrece ""solo $750 para los norteamericanos qué perdieron todo con el Huracan"" Helene."
928,"FEMA, FAA are “blocking” delivery of Starlink devices and supplies to North Carolina’s hurricane-hit areas."
929,Hurricane Helene was planned to seize land in North Carolina for lithium mining.
930,"""FEMA is out of money and doesn't have money to transfer to those people affected by the hurricane ... they used the money to assist illegal immigrants."""
931,"“Out of the 28 North Carolina counties destroyed by Hurricane Helene, 26 of them supported President Trump in the 2020 election … If you’re wondering why the government hasn’t helped these people, now you know why.”"
932,"Video shows Oct. 6, 2024, fires in Beirut caused by Israeli airstrikes."
933,"“Kamala Harris permitió la entrada a Estados Unidos de 13.000 extranjeros ilegales condenados por asesinato""."
934,FEMA “blocked a runway” at a South Carolina airport and “halted” hurricane relief flights.
935,Dockworkers went on strike because “they hear screaming children inside shipping containers!”
936,"“Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke agenda’”"
937,"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”"
938,"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”"
939,Video shows a missile strike on Israel.
940,The Federal Emergency Management Agency “is confiscating supplies and donations!”
941,"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”"
942,"""Missouri registered 78,421 in just one week of February of this year. Out of that number, 23,253 were dead people!"""
943,"With U.S. Customs and Border Protection’s CBP One app, it “takes less than 5 minutes and zero documentation to get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer.”"
944,"Vice President Kamala Harris' comments in Augusta, Georgia, show the Biden administration is offering Hurricane Helene victims only $750 in relief."
945,"North Carolina removed 747,000 voters from the voter rolls to try to “steal the election.”"
946,"Imágenes en este video de un tobogán inflable volando son de la ""tormenta tropical helena en Florida EEUU""."
947,"""Elon Musk Declares: ‘Pride flags should be banned from classrooms, forever!’"""
948,"Imágenes en este video son del ""Huracan helen en la Florida""."
949,Project 2025 would “cut” the Federal Emergency Management Agency and “kill federal-backed flood insurance.”
950,Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”
951,“Breaking: Pete Buttigieg reveals that he is HIV-positive.”
952,"Says Elon Musk said on X, “Go to my crypto project.”"
953,"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”"
954,"Says immigrants with temporary protections in Springfield, Ohio, are “illegal immigrants.”"
955,Video shows an Iranian missile attack.
956,"Photo shows Gatlinburg, Tennessee, flooded on Sept. 30, 2024."
957,Sean “Diddy” Combs wrote the book “The Adrenochrome Witch.”
958,"Says opponent Sen. Tammy Baldwin “gave our taxpayer money to a transgender-affirming clinic … that does it without even telling parents."""
959,Video shows “FBI finds human remains at a McDonald’s meat supplier.”
960,Video shows Sean “Diddy” Combs speaking “from prison.”
961,“Weatherman loses it live on air” during broadcast about Hurricane Helene.
962,Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.
963,"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them."""
964,“Georgia coach Kirby Smart's family ends relationship with Taylor Swift: ‘We do not support her endorsement.’”
965,“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”
966,A biolab caught fire in Georgia right before the 2024 election.
967,Vice President Kamala Harris “even wants to legalize fentanyl.”
968,"Photo shows President Joe Biden lounging on the beach ""while towns all over America were being wiped out” by Hurricane Helene."
969,“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”
970,"“Olympic boxer Imane Khelif fails gender test, stripped of all titles, lifetime ban and $25 million prize money revoked!”"
971,"Georgia Gov. Brian Kemp was calling President Joe Biden after Hurricane Helene but ""hasn't been able to get him.”"
972,“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”
973,"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants."""
974,“Kamala involved in P-Diddy’s rapes and assaults.”
975,“Donald Trump said he was going to allow Medicare to negotiate drug prices. He never did. We did.”
976,Video shows “the bunker-busting bombs that ended the lives of (Hassan) Nasrallah and Hezbollah’s leadership.”
977,Shows video of damage from Hurricane Helene.
978,"En el sur de Filadelfia, la campaña de Kamala Harris “está pagando a la gente $700 por semana para viajar y asistir a todos sus eventos”."
979,Hurricane Helene was the product of intentional weather modification.
980,Video shows footage of Hurricane Helene
981,Florida’s Amendment 3 is “the monopoly amendment.”
982,“El Proyecto 2025 quiere deshacerse de la NOAA” y del Servicio Nacional de Meteorología.
983,"Vice President Kamala Harris responded, “Next question please,” when asked about the economy during an Aug. 29 CNN interview."
984,Melania Trump “was an escort.”
985,“Serena Williams reportedly passes away following tragic car crash in Texas.”
986,“Elon Musk silences Taylor Swift: Shocking ban wipes out 1 million followers and costs her a staggering $72 million!”
987,“Project 2025 wants to get rid of NOAA” and the National Weather Service.
988,The government is arming “illegal immigrants.”
989,"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine."
990,Photos show a toddler “saved” by Deputy Tyler Cooper.
991,"Says Donald Trump said, “Women are miserable — not sexy, not safe.”"
992,“Taylor Swift faces a 10-game NFL ban following controversial political involvement.”
993,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”"
994,Image of people boarding up a window shows Michigan election officials are “preparing to steal this election”
995,"In South Philadelphia, people are “getting paid $700 a week to go to wherever Kamala’s campaign tells them to go to.”"
996,"Bill Gates dijo que ""estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños"" en el contexto de las vacunas."
997,"Photo shows missing couple Raymond Peterson and his wife, Sophie."
998,“Oprah is a sex trafficker. She’s been caught and now has to be escorted around” by U.S. marshals
999,Says John Fetterman said he’s “voting for Trump.”
1000,"“Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes.’”"
1001,Jon Tester “supported slashing Social Security benefits”
1002,"Florida ""put Tom Walz instead of Tim Walz"" on its ballots."
1003,"“Donald Trump added more to the national debt than any other president, ever.”"
