claim,evidence,label
"“In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.”","Republican U.S. Senate candidate Tim Sheehy has said local interests should get a greater voice in managing federal land. However, he’s consistently said he opposes federal transfers or sales of federal lands, and he has not urged sales to the ""ultra-rich."" | Unlike Sheehy, the state Republican Party platform explicitly calls for land transfers, and the federal government has negotiated land swaps with private landholders in recent years, at a time of growing interest by well-heeled outsiders in buying up Montana land.",refutes
El expresidente Donald Trump dijo “ESTOY PIDIENDO LA PENA DE (MUERTE) PARA CUALQUIER MIGRANTE”.,El expresidente Donald Trump y candidato presidencial republicano apoya la pena de muerte para cualquier inmigrante que asesine a un ciudadano estadounidense o agente de la ley. | Pero la publicación en Facebook omite ese contexto importante.,refutes
"There are “180,000 registered new Amish voters in Lancaster, Pennsylvania.”","About 93,000 Amish people live in Pennsylvania and that figure includes children who are not eligible to register to vote. | In Lancaster County, there are about 38,000 Amish people. | Pennsylvania’s voter registration form does not ask about religious identity. The Pennsylvania Department of State told NewsGuard, a company tracking online misinformation, that claims about 180,000 Amish voters in Pennsylvania were inaccurate.",refutes
“Milwaukee is one of the sex trafficking capitals in our country.”,"Multiple state departments and law enforcement confirm human and sex trafficking does take place in Milwaukee. | The crime itself, compared with other crimes in the city, is low. | Law enforcement and victim advocates find challenges tracking this data, making it difficult to say with certainty that it’s a worse problem in one place compared with another.",supports
“Elon Musk launches new pregnancy robot.”,"Tesla CEO Elon Musk recently talked about the potential of the company’s Optimus robots, but we found no evidence to support the claim that he’s working on a surrogate android.",refutes
Vice Presidential nominee Tim Walz “says that if Democrats win they’ll make (U.S. Rep. Alexandria Ocasio-Cortez) speaker of the house.”,"Minnesota Gov. Tim Walz, the Democratic vice presidential nominee, did not say Rep. Alexandria Ocasio-Cortez, D-N.Y, would be the next House speaker if Democrats win back the House in November. | Walz said Democrats will win the election and told Ocasio-Cortez they would ""put a gavel in your hand in the House."" In the House, the head of every committee or subcommittee controls the gavel in their hearings; there are 20 standing House committees and 104 subcommittees.",refutes
"""Circula este video de un hombre que rompe los votos para Donald Trump y guarda las de Kamala Harris”.","Este video no muestra a un trabajador electoral destruyendo boletas en el condado Bucks, Pensilvania. Los materiales que se están rompiendo no son auténticos. | La Junta Electoral del condado Bucks emitió una declaración bipartidista en la que afirma que ""este video es falso"". Autoridades federales también dijeron que es falso. | Un experto en análisis forense digital le dijo a PolitiFact que la narrativa del video es obra de una red rusa llamada Storm-1516.",refutes
An old photo shows Kamala Harris in a McDonald’s uniform.,"The edited image substituted Vice President Kamala Harris’ face for that of a woman in a McDonald’s uniform named Suzanne Bernier, who died in 2007. | An X user took credit for creating the image and said it is fake.",refutes
“Beyonce got paid $10 MILLION for her speech” at a Kamala Harris rally.,"PolitiFact searched Google and the Nexis news database and found no credible reports that the Harris-Walz campaign paid Beyoncé to endorse Vice President Kamala Harris or give remarks at a Houston rally on Oct. 25. | Beyoncé’s publicist told PolitiFact that the claim was ""beyond ridiculous.""",refutes
"Four Florida counties had “zero results” Oct. 26, and “something underhanded might be happening.”",A screenshot showed zero ballots cast during early voting in four Florida counties as of the morning of Oct. 26. | That’s not suspicious. Those four counties began early voting within two hours of the screenshot's timestamp.,refutes
Photo shows people lined up outside Madison Square Garden before an Oct. 27 rally by former President Donald Trump.,This image was taken in 2011 and showed people waiting to get into a Dublin event featuring then-President Barack Obama.,refutes
"Sen. Bob Casey ""has voted in lockstep with his liberal party to defund the police.""","U.S. Sen. Bob Casey, D-Pa., backed a bill aimed at addressing police misconduct and racial bias in 2020. The bill would have required police departments to enact reforms to qualify for federal funds. | The bill would not have cut any police department budgets and would not have reduced the federal money being spent on local police. In some cases, it would have created new grants for local departments.",refutes
“BREAKING: Lizzo charged the Harris-Walz campaign $2.3 million for a single appearance at a Detroit rally.”,"We searched Google and the Nexis news database and we found no credible news reports or other evidence that the Harris-Walz campaign paid Lizzo for her appearance at an Oct. 19 campaign event. | This claim circulated widely on X, with some posts receiving millions of views, but none of the posts offered proof.",refutes
“Ballots are not supposed to have fold lines or creases in the candidates name area” or it could invalidate your vote.,"Mark Lindeman, the policy and strategy director for Verified Voting, said a crease through a candidate’s name would have no impact on tabulating machines’ ability to read a ballot. | If a crease goes through the spot where voters mark their choice, multiple backup procedures ensure the vote is counted. | New Hampshire conducted a recount on some 2020 ballots that were creased where the vote is recorded. But the state passed bipartisan legislation to change the scanner settings so the problem wouldn’t happen again.",refutes
"Scott Lassiter “repeatedly campaigned to promote” North Carolina's “largest-ever” school funding cut, sending public school money to “unaccountable private schools” and ending science education.","Republican Scott Lassiter has said he’s OK with using taxpayer dollars on private schools, so long as there’s accountability for the schools receiving the funds. | Democratic state Sen. Lisa Grafstein said Lassiter signaled his support for the other positions by appearing with Lt. Gov. Mark Robinson and Michele Morrow, the Republican nominee for education superintendent. | Lassiter says he hasn't endorsed either candidate, and has publicly called for Robinson to suspend his campaign for governor.",refutes
"Video shows an election worker destroying mail ballots with votes for former President Donald Trump in Bucks County, Pennsylvania.","This video does not show an election worker destroying ballots in Bucks County, Pennsylvania. The materials being ripped are not authentic. | The Bucks County Board of Elections issued a bipartisan statement saying ""this video is fake."" | A media forensics expert told PolitiFact that the video's narrative is the work of a Russian network called Storm-1516.",refutes
Kamala Harris’ statements about Trump invoking Adolf Hitler were based on a “debunked hoax from The Atlantic.”,"John Kelly, a retired U.S. Marine Corps general and former President Donald Trump’s longest-serving chief of staff, told The Atlantic and The New York Times that Trump spoke positively about Adolf Hitler. | Social media posts misleadingly conflated those legitimate news articles with a falsified image that was created as a satirical take on The Atlantic’s report and bore the fabricated headline, ""Trump is Literally Hitler.""",refutes
"Kamala Harris ""proclaimed she would not accept the outcome of the election and has a team of lawyers ready to overturn them""","We reviewed the transcript of the NBC News interview and found that Vice President Kamala Harris didn’t say she wouldn’t accept the 2024 election results. | In the interview, she criticized former President Donald Trump for trying to overturn the 2020 election results. | Harris said her campaign had a team ready in case Trump declared victory on election night while votes are still being counted. But that’s not evidence of a plot to overturn the election result.",refutes
Kamala Harris imprisoned a woman for three years for praying.,"Bevelyn Beatty Williams was sentenced to 41 months in prison for violating the Freedom of Access to Clinic Entrances Act, or the FACE Act, for physically obstructing access to a Manhattan Planned Parenthood and threatening patients and workers in June 2020. | Williams was convicted in February after a unanimous jury found her guilty; Manhattan Judge Jennifer L. Rochon sentenced her. | Vice President Kamala Harris was not involved in the case or the decision.",refutes
“El gobernador de la Florida dice que por el momento va a pausar” la ley S.B. 1718 porque necesitan que los hispanos reconstruyan el estado tras la destrucción del huracán Milton.,"Una portavoz del gobernador de Florida, Ron DeSantis, le dijo a PolitiFact que la ley S.B. 1718 sigue vigente.",refutes
"""The Defense Department, with the stroke of a pen, has quietly codified its right to deploy lethal force against its own citizens.”","The U.S. Defense Department on Sept. 27 released a revised directive, 5240.01, which provides policy guidance for situations in which the department’s intelligence agencies — such as the National Security Agency — are assisting civilian authorities. Updates to directives are common. | The updated directive 5240.01 does not grant any new power to the Defense Department and does not grant legal authority for the military to use lethal force on civilians, the department and experts said. | The Posse Comitatus Act generally prevents federal armed forces from participating in civilian law enforcement, with exceptions for the Insurrection Act, last used during the 1992 Los Angeles uprising. The Posse Comitatus Act does not apply to National Guard troops, which report to state leaders.",refutes
El expresidente Donald Trump quiere eliminar la Ley del Cuidado de Salud a Bajo Precio.,"El anuncio de la campaña de Harris utiliza un video de 2017 en el que el expresidente Donald Trump dijo que su administración planeaba ""derogar y reemplazar el Obamacare"". | Trump ha dicho en repetidas ocasiones que quiere reemplazar la Ley del Cuidado de Salud a Bajo Precio (ACA, por sus siglas en inglés). Pero últimamente ha dicho que quiere mejorarla y presentar su propio plan, aunque no ha ofrecido detalles.",supports
“Land O Lakes has announced the return of the iconic squaw to its packaging.”,This claim originated on a self-described satire site. We found no evidence the dairy company is bringing back its old logo.,refutes
"""Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police.”","Rep. Ruben Gallego, D-Ariz., co-sponsored a bill introduced in 2019 that would have restricted the transfer of military-grade weapons to police departments. | However, this is not only a different issue but it occurred the year before ""defund the police"" became a rallying cry for some progressives. | Gallego has backed several bills since 2019 that provide added funding for recruitment and retention of police officers.",refutes
"“The cheat has begun” because “Michigan, Georgia and Pennsylvania have officially announced that they will not have election results available on election night.”","Counting ballots takes time, and it’s not evidence of election fraud if a state doesn’t report a winner on election night.",refutes
The Biden-Harris administration “brought over” 10 million migrants who got 9 million jobs.,"U.S. Customs and Border Protection has recorded 10.5 million encounters so far during President Joe Biden’s presidency. More than 4.2 million of the 10.5 million encounters resulted in people being deported from the country. | U.S. Bureau of Labor Statistics data shows employment for foreign-born people in the U.S. is up by 6.1 million since Biden took office. But this figure refers to all people born outside of the U.S., not just migrants who came to the U.S. during Biden’s presidency.",refutes
Ballot drop boxes 'were only used for a pandemic.',Drop boxes had been used for years without incident. | The popularity of drop boxes exploded during the 2020 pandemic. | The Wisconsin Supreme Court ruled drop boxes were illegal in 2022; the court restored use of the boxes in 2024.,refutes
Vice President Kamala Harris has been “going so far as to call me Adolf Hitler.”,"Vice President Kamala Harris did not call former President Donald Trump ""Adolf Hitler."" In Oct. 23 comments, Harris referred to recent New York Times reporting in which former Trump Chief of Staff John Kelly said Trump had said admiring things about Hitler and Hitler’s military control. | Kelly said Trump ""commented more than once that, ‘You know, Hitler did some good things, too.’"" Kelly also confirmed other reports about Trump speaking admiringly of Hitler’s military control and asking why Trump’s generals couldn’t be more like Hilter’s. Trump denied making the comments. | Harris called Trump a fascist, pointing to Trump’s public statements about an ""enemy from within"" that would cause Election Day chaos, floating the idea that the National Guard or military might be used against them.",refutes
"Voting machines in Shelby County, Tennessee, are swapping votes from Kamala Harris to Donald Trump.","Some early voters in Shelby County, Tennessee, told Democratic state legislators that voting machine touchscreens were registering candidates they didn’t select. | Election officials said there were no machine malfunctions. Voters using their fingers to click a small box inside a larger box on the ballots might have inadvertently selected the candidate listed above. | Officials urged voters to click the candidates’ names in the center of the box or use a provided stylus to mark the ballots.",refutes
"“Schaumburg, Illinois not recording votes, just putting votes ‘in a box.’”","The ballot scanner in an early voting location in Schaumburg, Illinois, was temporarily down Oct. 21. It was restored by 2 p.m. the same day. | In the event of a ballot scanner issue, ballots are placed in an ""alternate ballot box"" and are processed after the ballot scanner is restored. Election judges feed the ballots in the scanner; at least one person from each party is present. | A spokesperson for the Cook County Clerk’s Office said all 760 voters who cast a ballot in the Schaumburg early voting location had their votes counted the same day.",refutes
"""As of today, we have cut the flow of immigration by over half.""","The size of the drop varies based on what time frame is used, but over roughly the past year, the number of encounters along the southwestern U.S. border — a common way to measure immigration — has declined by 57% to 78%.",supports
"""Breaking: Voters in Tarrant County, Texas are reporting that the voting machines are flipping their votes from Trump to Kamala Harris.""","Only one person out of more than 100,000 voters in Tarrant County has reported having a vote for former President Donald Trump changed to Vice President Kamala Harris when the ballot was printed. | Local election officials said the voting machines are not flipping candidates and suggested the voter made a mistake when selecting preferred candidates. | That ballot was destroyed and the voter was allowed to vote again.",refutes
"“Elon Musk reportedly eyeing CNN acquisition: ‘I’ll fix the media, one network at a time.’”",This claim isn’t true. It originated on a self-described satire site.,refutes
“Elon Musk urges a boycott of ABC Network: ‘Let’s take them down!’”,This claim originated on a self-described satire site. X owner Elon Musk didn’t urge people to boycott ABC.,refutes
Lt. Gen. H.R. McMaster was arrested “for aiding FEMA in deep state’s ‘eminent domain’ takeover of North Carolina.”,"This claim is ""absolutely false,"" a spokesperson for the Federal Emergency Management Agency said.",refutes
Michigan U.S. Senate candidate Mike Rogers “wants to cut Medicare and Social Security.”,"During a previous stint in Congress, Michigan Republican U.S. Senate candidate Mike Rogers supported plans to overhaul Medicare and raise the eligibility age for benefits. Whether those plans would have led to higher costs for beneficiaries would have depended on several factors, but the plans never became law. | Rogers has said during this campaign that he does not support cuts to the programs. He’s called for a bipartisan commission to address the programs’ funding shortfalls.",refutes
Former President Donald Trump wants to take away the Affordable Care Act.,"The Harris’ campaign ad uses a 2017 video in which former President Donald Trump said his administration planned on ""repealing and replacing Obamacare."" | Trump has repeatedly said he wants to replace the Affordable Care Act. But lately, he’s said he wants to fix it and introduce his own plan, though he’s offered no specifics.",supports
"""Se ha desaparecido el famoso Dr. Juan Rivera después de revelar este simple secreto de salud que podría dejar los hospitales vacíos"", la ashwagandha.","La gerente de la práctica del Dr. Juan Rivera le dijo a PolitiFact que el doctor no ha desaparecido. | PolitiFact no encontró reportes verídicos en medios de comunicación sobre su desaparición. | El producto promocionado en la publicación no es de Santo Remedio, la marca oficial del doctor.",refutes
Says opponent Eric Hovde “supports a $4 trillion tax plan that would disproportionately advantage the well-off and profitable corporations”,"Republican Eric Hovde, a U.S. Senate candidate in Wisconsin, has publicly supported former President Donald Trump’s 2017 tax cut program. | That same program is projected to benefit the wealthy far more than the middle class, while raising the U.S. debt, an analysis shows.",supports
A photo shows The Atlantic published a story headlined “Trump is Literally Hitler.”,"The Atlantic did not publish an article that said ""Trump is Literally Hitler."" The X user who shared it later said the image was ""satire."" | The image is a manipulation of a screenshot of a real Atlantic article titled ""Trump: ‘I need the kind of generals that Hitler had.’"" It also used art that accompanied a 2023 opinion article from The Washington Post.",refutes
"“Breaking news: Elon Musk endorses Caitlin Clark, will soon donate $10 million: ‘You are the pride of America, I support you.’”",This claim is unfounded.,refutes
Jussie Smollett is Kamala Harris’ nephew.,"Jussie Smollett’s parents are not Kamala Harris’ siblings. They are also not the siblings of Kamala Harris’ husband nor her sister’s husband. | Smollett’s mother and Harris share the same maiden name. This is not proof that they are sisters. ""Harris"" is the 25th most popular surname in the U.S., according to 2010 Census data. | Harris’ parents are Indian and Jamaican; Smollett’s ancestry is African American, Russian and Polish.",refutes
"""Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020.""","Whitfield County’s Board of Elections said there were no problems with the county’s voting machines. In the case of a voter whose choices were not accurately reflected on the printed ballot, a poll worker helped the voter and the problem was resolved on-site. | The Whitfield County Board of Elections said ""no machines have been taken out of service.""",refutes
“BREAKING: Diddy hospitalized after being jumped in prison.”,This claim is unfounded.,refutes
"“Liberal woman films herself eating dog food” because she said, “I’m eating dog food until Kamala is president.”",This video was altered. The original shows a Polish TikTok creator who pretends to be a dog. She doesn’t vow to eat dog food until Vice President Kamala Harris is elected president.,refutes
Michigan has “more registered voters than eligible citizens. This creates a huge risk of election fraud.”,"Michigan’s State Department said the state has about 8.4 million registered voters, which includes inactive voters who have not yet been removed from voting rolls. State and federal laws dictate the time frame for removing inactive voters from the rolls. | The state has 7.2 million active voters, and a voting-age population of about 7.9 million.",refutes
Vice President Kamala Harris “wants struggling seniors to pay more Social Security taxes while she gives Medicare and Social Security to illegals.”,"Vice President Kamala Harris has not proposed raising Social Security taxes for older Americans. Rather, she has proposed lifting the payroll income tax cap beyond which the government stops taxing workers. | The people who would pay higher taxes under Harris’ proposal are neither older nor struggling. They’re workers who benefit from the current cap that applies only to higher-income taxpayers. | Harris said in 2019 that she would like to see immigrants in the U.S. illegally qualify for universal health coverage. She has not repeated that since becoming the vice president or the presidential nominee.",refutes
“Breaking: Florida Governor Ron DeSantis says Dominion voting systems will NOT operate in the state of Florida. ”,"We found no evidence, such as news stories or social media posts, that Florida Gov. Ron DeSantis said Dominion Voting Systems will not be used in his state. | Dominion Voting Systems is certified by Florida’s Division of Elections. | Dominion’s Democracy Suite system will be used in 18 of Florida’s 67 counties, according to a Florida state elections website.",refutes
“We're bankrupting a lot of hospitals by forcing these hospitals to provide care for people who don't have the legal right to be in our country.”,"JD Vance blamed immigration for stressing rural hospitals and causing some to close. But this overlooks the reasons reported by these hospitals and studied by researchers. | Low Medicare and Medicaid reimbursement rates, along with decreasing patient use, contribute to hospital closures. Hospitals have fixed costs, such as for running emergency departments, and must have a high enough patient volume to cover them. | Just because people are not legally in the U.S. doesn’t mean they lack access to health insurance or other means to pay for hospital care.",refutes
"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”","Former Manchester Mayor Joyce Craig opposed a 2023 bill that would have prohibited ""any state or local government entity from establishing sanctuary policies,"" alongside Manchester’s police chief and other law enforcement officials. | Former U.S. Sen. Kelly Ayotte’s remark glossed over Craig’s support for Manchester’s 13-year-old policy, which includes cooperation with federal immigration officials when people are arrested in the city for felonies and violent misdemeanors. | Craig has also said she would not turn New Hampshire into a sanctuary state if elected.",supports
"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”","It’s misleading to say that as a U.S. senator, Kelly Ayotte voted for a national abortion ban. Twice, Ayotte supported a bill to end abortions after 20 weeks, with exceptions after that for the mother’s life and physical health, rape and incest. | Ayotte voted several times in the Senate to defund Planned Parenthood, and she later served as the ""sherpa"" for Neil Gorsuch’s Supreme Court justice confirmation in the Senate. | Ayotte applauded the Supreme Court’s decision to hand responsibility for abortion law to the states.",supports
"If an election worker writes anything on your ballot before you put it in the voting machine, “your ballot could be disqualified.”","Election administrators from multiple states confirmed that election workers can’t invalidate your ballot by writing on it. | In some states such as North Carolina and Texas, election workers are required by law to mark ballots in order to ensure election security.",refutes
The Oregon secretary of state “removed” former President Donald Trump and U.S. Sen. JD Vance from “the official state website.”,"Former President Donald Trump and U.S. Sen. JD Vance, R-Ohio, don’t appear in Oregon’s voters’ guide because the Republican presidential and vice presidential nominees didn’t submit a statement for inclusion, according to the Oregon secretary of state’s office. They weren’t removed from the website.",refutes
“Melania Trump declares that she wants a divorce.”,"This claim is ""totally false,"" according to the Trump campaign.",refutes
Donald Trump offered “food for everyone” at his McDonald’s press conference and then left without paying.,"A Guardian headline that says, ""Trump offers ‘food for everyone’ at restaurant - then leaves without paying,"" is unrelated to former President Donald Trump’s McDonald’s campaign stop. It is an old article from June 2023 that says Trump yelled, ""Food for everyone!"" at the Cuban restaurant Versailles in Miami, and then left without buying anyone food. | Trump made a campaign stop at a McDonald’s in Feasterville, Pennsylvania, on Oct. 20. He gave out paper bags to prescreened people in the drive-through, The Washington Post reported.",refutes
"To pay for extending the Trump tax cuts, Dave McCormick has “made clear he’ll slash your Medicare and Social Security, and cut Medicaid for nursing home care.”","Republican U.S. Senate candidate Dave McCormick has not called for cutting Medicare and Social Security funding. | McCormick said in 2022 the programs need changes to maintain solvency, but he has not endorsed a specific plan to cut funding. He has not called for cutting Medicaid services, either. | McCormick has said in interviews this year he would not support changes to Social Security or Medicare, and he wants to cut federal spending across the board.",refutes
Photo shows former President Donald Trump sitting on a black towel on “Fox & Friends” because “they don’t want him to stain the sofa.”,"Images show former President Donald Trump sitting on the ""Fox & Friends"" set with his jacket fanned on either side of him. He’s not sitting on a black towel so he won’t ""stain the sofa,"" as some social media posts have claimed.",refutes
“Breaking news: Megyn Kelly calls for boycott of Taylor Swift after singer attends charity event in Gaza.”,Singer-songwriter Taylor Swift didn’t recently attend a charity event in Gaza. She went to a comedy show in December in New York City that benefited an aid group providing humanitarian relief in Gaza. Talk show host Megyn Kelly criticized her attendance and said she hoped people would boycott Swift’s shows.,refutes
Video shows “Karl Rove rallying support for Kamala Harris yesterday in Pennsylvania.”,"This video shows Republican strategist Karl Rove discussing his party and the 2024 presidential election Feb. 1 at a writers festival in California. It doesn’t show him rallying support for Vice President Kamala Harris, the Democratic presidential nominee, in October in Pennsylvania.",refutes
A pro-Kamala Harris website shows she supports a mandatory gun buyback program.,"Did you just get catfished by a political ad? If you have been scrolling on Facebook or Instagram lately, maybe.A group called ""Progress 2028"" has paid forFacebook and Instagram adsthat give the impression that they’re promoting Vice President Kamala Harris’ agenda on polarizing issues, including immigration, gun control and hydraulic fracturing aka fracking. But the Harris campaign isn’t behind the ads, and they distort her platform.""Did you know?"" onead reads, alongsidea picture of Harris smiling and holding a microphone. ""A",refutes
“GA election official Gabriel Sterling says audits will take place after election day because it’s ‘nerve-racking’ to count ballots in front of poll watchers.”,"The person in the video describing Georgia’s risk-limiting audits is not Gabriel Sterling, chief operating officer for the Georgia secretary of state. He is identified in both the Instagram clip and the transcript of the video as Joseph Kirk, an elections supervisor in Bartow County, Georgia. | Counting votes is separate from a risk-limiting audit. Votes are counted to determine election outcomes; risk-limiting audits check a sample of ballots after an election to verify that the results have been correctly certified. | Risk-limiting audits have been conducted after election results were certified in every election since 2020, a Georgia secretary of state spokesperson said.",refutes
"""Michael Jackson discovered alive at age 65” and will testify against Sean “Diddy” Combs.","A Facebook claiming singer Michael Jackson is alive and planning to testify at Sean ""Diddy"" Combs’ sex trafficking trial originated on a satire website.",refutes
"Former President Donald Trump posted on Truth Social and addressed claims of his “incontinence,” saying, “I don’t poop myself.”",The image originated from a satirical post. Donald Trump made no such remarks.,refutes
Says opponent Eric Hovde “just proposed cutting Social Security by 28%.”,"Republican U.S. Senate candidate Eric Hovde has suggested multiple times pulling government spending back to 2019 levels, which presumably would have some effect on Social Security funding in general. | But he did not propose cutting benefits by 28%, and has said multiple times that he would not seek to cut retiree benefits. | Instead, his campaign has pushed for raising the retirement age for younger people as a change he’d make to the program.",uncertain
Estas son imágenes del huracán Milton en Florida.,Esta compilación de videos en Facebook no son del huracán Milton. Estos se publicaron en internet antes de que el huracán llegará a Florida y algunas son de otras localidades.,refutes
"As part of his “charitable donations,” in 1990 Donald Trump “chartered a private plane to get Nelson Mandela to America when the U.S. government wouldn't help.""","In June 1990, Nelson Mandela, an anti-apartheid activist who spent 27 years in prison, toured eight U.S. cities as part of a larger world tour. While in the U.S., Mandela traveled in one of Donald Trump’s planes. | Mandela paid Trump $130,000 to rent the plane; it wasn’t part of Trump’s ""charitable donations,"" as some social media users claimed. | The U.S. government paid for Mandela’s security and used a military plane to transport a bulletproof limousine across states during his eight-city tour. ​",refutes
"There was an Oct. 17, 2024, hospital update about the health of Kate Middleton, Princess of Wales.","Kate Middleton, the Princess of Wales, said in a Sept. 9 video message that she finished chemotherapy for her cancer diagnosis and is cancer-free. | The social media posts link to a story with previous news that Middleton had a successful abdominal surgery in January. | Images in the posts are either years old or artificially generated.",refutes
Kamala Harris “supports taxpayer-funded sex changes for prisoners and illegal aliens.”,"During Vice President Kamala Harris’ 2019 Democratic primary run, she supported access to gender-affirming surgery for people in federal prisons and immigration detention. In recent comments, she has said she will ""follow the law."" | Federal law requires that prisons provide necessary medical care to inmates, and several courts have ruled that gender-affirming care, including surgery, is included. The Trump administration also acknowledged this legal obligation. | Access to gender-affirming surgery is limited. Reports show it has been provided to two federal inmates. PolitiFact found no record of immigration detainees receiving transgender surgery.",supports
"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”","The Republican U.S. Senate candidate in Michigan, former Rep. Mike Rogers, based his projection on a job estimate that included more than 100 job classifications, only 15 of which were related to car manufacturing. The estimate included jobs such as delivery drivers, airplane and boat manufacturing, and travel services. | Estimates of the labor required to create an electric vehicle vary, but recent studies have found they may take more, not less, labor to produce. | EV production may displace jobs in traditional auto manufacturing, but not at the scale Rogers said.",refutes
The northern lights are proof of the sky “glowing with chemicals” sprayed in the sky.,"The northern lights or aurora borealis are produced because of interactions between electrons and atoms and molecules of gases such as oxygen and nitrogen. Experts say sprayed chemicals could not produce long-lasting and widespread lights such as aurora. | Scientists have rejected the ""chemtrails"" conspiracy. ​",refutes
"“Trump's convictions have all been overturned and he is getting his $500,000,000.00 back!”","In May, a New York jury convicted former President Donald Trump on 34 counts of falsifying business records related to hush money payments to an adult film actor. | The judge overseeing the case delayed sentencing until November. Trump has appealed the verdict and is seeking to move it from state court to federal court. | Trump lost a civil defamation case and is appealing. Three other cases against him in Georgia, Florida and the District of Columbia continue.",refutes
Photo shows Vice President Kamala Harris and Sean “Diddy” Combs.,"This image was altered. The original shows Sean ""Diddy"" Combs and fashion designer Misa Hylton, not Vice President Kamala Harris.",refutes
"“Elon Musk takes over Taylor Swift’s X account, causing her to lose 7 million followers and $100 million in brand deals.”",This claim is unfounded.,refutes
Arizona U.S. Senate candidate Kari Lake “was against” the child tax credit expansion “when the bill was on the floor.”,"Although Kari Lake, a Republican U.S. Senate candidate, criticized the American Rescue Plan Act of 2021, she did not single out the child tax credit portion. | Lake has supported child tax credits and ""baby bonuses"" to reduce abortions and increase the U.S. birth rate.",uncertain
"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”","This video has been deceptively edited to give the appearance that Vice President Kamala Harris called President Joe Biden ""unstable"" during an Oct. 16 Fox News interview. Harris used that word to describe former President Donald Trump.",refutes
"Detroit’s Oct.15, 2024, absentee ballot return rate proves election fraud.","Detroit reported a 41% absentee ballot return rate as of Oct. 15. That’s compared with a 26% return rate during the same period in 2020. | Experts told PolitiFact this is not a sign of election fraud. The return rate might be influenced by Michigan’s expanded access for absentee voting, greater voter awareness of and confidence in that method and voters’ enthusiasm for candidates and measures on the ballot. | Statewide, Michigan has seen a lower absentee ballot return rate so far this year compared with 2020. As of Oct. 15, 31% of Michiganders had returned their ballots, compared with 34% at the same time in 2020. That year, Michigan issued absentee ballot applications to all registered voters as part of its COVID-19 response.",refutes
"Fox News reported Donald Trump donated $1,300 for hurricane relief.","The image was not part of a Fox News report. It was not on Fox News’ website and a network spokesperson told PolitiFact in an email, ""I can confirm this was not reported on FOX News."" | The image was shared as parody and has telltale signs of being artificially generated.",refutes
"“Kamala Harris staged hurricane relief photo op with C-17, no supplies sent to victims.”","This claim is false. A mechanical issue was discovered on the plane after Vice President Kamala Harris was photographed near the aircraft, and the hurricane relief supplies were moved to another plane.",refutes
Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.,"An X account shared screenshots of a supposed former student’s emails. But the documents contained multiple inconsistencies, including the email layouts and date formatting, undermining their credibility. | The X account also manipulated facts about Democratic vice presidential candidate and Minnesota Gov. Tim Walz’s life and career, pulled from public records and news reports, to build this baseless narrative. | The X user offered no verifiable evidence to support this allegation.",refutes
Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”,"Elissa Slotkin signed a nondisclosure agreement with the Michigan Economic Development Corp. to discuss two projects in the state. | Gotion, a subsidiary of a Chinese electric vehicle battery manufacturer, was not a party to the deal, nor was the company mentioned in the document. | Slotkin signed an amendment to broadly cover projects deemed confidential by the development group, but that came after the Gotion project was publicly announced.",refutes
Says former President Donald Trump did not lose the 2020 election.,"Sen. JD Vance, R-Ohio, for several weeks avoided directly answering questions about whether Donald Trump lost the 2020 election, pivoting to the topic of censorship. | Joe Biden won 306 electoral votes to Trump’s 232. States certified the results, and Congress accepted the results showing that Biden won. | Republican officials in Trump’s administration and battlegrounds said the 2020 election was safe and secure.",refutes
"Vice President Kamala Harris' plan “will raise taxes for the typical American family by an estimated $3,000.""","One independent analysis found that if Harris were to allow all of Trump’s 2017 tax law to expire, the average hit to taxpayers would be about $2,800. But that figure is irrelevant to Harris’ plan, because she has promised to renew most of the law, minus some provisions affecting incomes above $400,000. | Three independent analyses of Harris’ tax proposals have found that the bottom 60% of earners, including incomes up to about $107,000, would have their taxes cut, not raised. under her plan. And the tax increases for incomes from $107,000 to $195,000 would be well below $3,000.",refutes
Says Donald Trump posted on Truth Social it “should be illegal” and is “election interference” for Barack Obama to criticize him.,"This isn’t an authentic post from former President Donald Trump. It originated on a parody X account and was labeled there as ""satire.""",refutes
